mapping	file	row#	transcription
2763	crowdsourced_diseases_top600.gmt	394	ENCODE Histone Modifications 2015
2764	crowdsourced_diseases_top600.gmt	394	Transcription Factor PPIs
2765	crowdsourced_diseases_top600.gmt	395	ChEA
2766	crowdsourced_diseases_top600.gmt	395	TRANSFAC and JASPAR PWMs
2767	crowdsourced_diseases_top600.gmt	395	Epigenomics Roadmap HM ChIP-seq
2768	crowdsourced_diseases_top600.gmt	395	TargetScan microRNA
2769	crowdsourced_diseases_top600.gmt	395	ENCODE TF ChIP-seq 2015
2770	crowdsourced_diseases_top600.gmt	395	ENCODE Histone Modifications 2015
2771	crowdsourced_diseases_top600.gmt	395	Transcription Factor PPIs
2772	crowdsourced_diseases_top600.gmt	396	ChEA
2773	crowdsourced_diseases_top600.gmt	396	TRANSFAC and JASPAR PWMs
2774	crowdsourced_diseases_top600.gmt	396	Epigenomics Roadmap HM ChIP-seq
2775	crowdsourced_diseases_top600.gmt	396	TargetScan microRNA
2776	crowdsourced_diseases_top600.gmt	396	ENCODE TF ChIP-seq 2015
2777	crowdsourced_diseases_top600.gmt	396	ENCODE Histone Modifications 2015
2778	crowdsourced_diseases_top600.gmt	396	Transcription Factor PPIs
2779	crowdsourced_diseases_top600.gmt	397	ChEA
2780	crowdsourced_diseases_top600.gmt	397	TRANSFAC and JASPAR PWMs
2781	crowdsourced_diseases_top600.gmt	397	Epigenomics Roadmap HM ChIP-seq
2782	crowdsourced_diseases_top600.gmt	397	TargetScan microRNA
2783	crowdsourced_diseases_top600.gmt	397	ENCODE TF ChIP-seq 2015
2784	crowdsourced_diseases_top600.gmt	397	ENCODE Histone Modifications 2015
2785	crowdsourced_diseases_top600.gmt	397	Transcription Factor PPIs
2786	crowdsourced_diseases_top600.gmt	398	ChEA
2787	crowdsourced_diseases_top600.gmt	398	TRANSFAC and JASPAR PWMs
2788	crowdsourced_diseases_top600.gmt	398	Epigenomics Roadmap HM ChIP-seq
2789	crowdsourced_diseases_top600.gmt	398	TargetScan microRNA
2790	crowdsourced_diseases_top600.gmt	398	ENCODE TF ChIP-seq 2015
2791	crowdsourced_diseases_top600.gmt	398	ENCODE Histone Modifications 2015
2792	crowdsourced_diseases_top600.gmt	398	Transcription Factor PPIs
2793	crowdsourced_diseases_top600.gmt	399	ChEA
2794	crowdsourced_diseases_top600.gmt	399	TRANSFAC and JASPAR PWMs
2795	crowdsourced_diseases_top600.gmt	399	Epigenomics Roadmap HM ChIP-seq
2796	crowdsourced_diseases_top600.gmt	399	TargetScan microRNA
2797	crowdsourced_diseases_top600.gmt	399	ENCODE TF ChIP-seq 2015
2798	crowdsourced_diseases_top600.gmt	399	ENCODE Histone Modifications 2015
2799	crowdsourced_diseases_top600.gmt	399	Transcription Factor PPIs
2800	crowdsourced_diseases_top600.gmt	400	ChEA
2801	crowdsourced_diseases_top600.gmt	400	TRANSFAC and JASPAR PWMs
2802	crowdsourced_diseases_top600.gmt	400	Epigenomics Roadmap HM ChIP-seq
2803	crowdsourced_diseases_top600.gmt	400	TargetScan microRNA
2804	crowdsourced_diseases_top600.gmt	400	ENCODE TF ChIP-seq 2015
2805	crowdsourced_diseases_top600.gmt	400	ENCODE Histone Modifications 2015
2806	crowdsourced_diseases_top600.gmt	400	Transcription Factor PPIs
2807	crowdsourced_diseases_top600.gmt	401	ChEA
2808	crowdsourced_diseases_top600.gmt	401	TRANSFAC and JASPAR PWMs
2809	crowdsourced_diseases_top600.gmt	401	Epigenomics Roadmap HM ChIP-seq
2810	crowdsourced_diseases_top600.gmt	401	TargetScan microRNA
2811	crowdsourced_diseases_top600.gmt	401	ENCODE TF ChIP-seq 2015
2812	crowdsourced_diseases_top600.gmt	401	ENCODE Histone Modifications 2015
2813	crowdsourced_diseases_top600.gmt	401	Transcription Factor PPIs
2814	crowdsourced_diseases_top600.gmt	402	ChEA
2815	crowdsourced_diseases_top600.gmt	402	TRANSFAC and JASPAR PWMs
2816	crowdsourced_diseases_top600.gmt	402	Epigenomics Roadmap HM ChIP-seq
2817	crowdsourced_diseases_top600.gmt	402	TargetScan microRNA
2818	crowdsourced_diseases_top600.gmt	402	ENCODE TF ChIP-seq 2015
2819	crowdsourced_diseases_top600.gmt	402	ENCODE Histone Modifications 2015
2820	crowdsourced_diseases_top600.gmt	402	Transcription Factor PPIs
2821	crowdsourced_diseases_top600.gmt	403	ChEA
2822	crowdsourced_diseases_top600.gmt	403	TRANSFAC and JASPAR PWMs
2823	crowdsourced_diseases_top600.gmt	403	Epigenomics Roadmap HM ChIP-seq
2824	crowdsourced_diseases_top600.gmt	403	TargetScan microRNA
2825	crowdsourced_diseases_top600.gmt	403	ENCODE TF ChIP-seq 2015
2826	crowdsourced_diseases_top600.gmt	403	ENCODE Histone Modifications 2015
2827	crowdsourced_diseases_top600.gmt	403	Transcription Factor PPIs
2828	crowdsourced_diseases_top600.gmt	404	ChEA
2829	crowdsourced_diseases_top600.gmt	404	TRANSFAC and JASPAR PWMs
2830	crowdsourced_diseases_top600.gmt	404	Epigenomics Roadmap HM ChIP-seq
2831	crowdsourced_diseases_top600.gmt	404	TargetScan microRNA
2832	crowdsourced_diseases_top600.gmt	404	ENCODE TF ChIP-seq 2015
2833	crowdsourced_diseases_top600.gmt	404	ENCODE Histone Modifications 2015
2834	crowdsourced_diseases_top600.gmt	404	Transcription Factor PPIs
2835	crowdsourced_diseases_top600.gmt	405	ChEA
2836	crowdsourced_diseases_top600.gmt	405	TRANSFAC and JASPAR PWMs
2837	crowdsourced_diseases_top600.gmt	405	Epigenomics Roadmap HM ChIP-seq
2838	crowdsourced_diseases_top600.gmt	405	TargetScan microRNA
2839	crowdsourced_diseases_top600.gmt	405	ENCODE TF ChIP-seq 2015
2840	crowdsourced_diseases_top600.gmt	405	ENCODE Histone Modifications 2015
2841	crowdsourced_diseases_top600.gmt	405	Transcription Factor PPIs
2842	crowdsourced_diseases_top600.gmt	406	ChEA
2843	crowdsourced_diseases_top600.gmt	406	TRANSFAC and JASPAR PWMs
2844	crowdsourced_diseases_top600.gmt	406	Epigenomics Roadmap HM ChIP-seq
2845	crowdsourced_diseases_top600.gmt	406	TargetScan microRNA
2846	crowdsourced_diseases_top600.gmt	406	ENCODE TF ChIP-seq 2015
2847	crowdsourced_diseases_top600.gmt	406	ENCODE Histone Modifications 2015
2848	crowdsourced_diseases_top600.gmt	406	Transcription Factor PPIs
2849	crowdsourced_diseases_top600.gmt	407	ChEA
2850	crowdsourced_diseases_top600.gmt	407	TRANSFAC and JASPAR PWMs
2851	crowdsourced_diseases_top600.gmt	407	Epigenomics Roadmap HM ChIP-seq
2852	crowdsourced_diseases_top600.gmt	407	TargetScan microRNA
2853	crowdsourced_diseases_top600.gmt	407	ENCODE TF ChIP-seq 2015
2854	crowdsourced_diseases_top600.gmt	407	ENCODE Histone Modifications 2015
2855	crowdsourced_diseases_top600.gmt	407	Transcription Factor PPIs
2856	crowdsourced_diseases_top600.gmt	408	ChEA
2857	crowdsourced_diseases_top600.gmt	408	TRANSFAC and JASPAR PWMs
2858	crowdsourced_diseases_top600.gmt	408	Epigenomics Roadmap HM ChIP-seq
2859	crowdsourced_diseases_top600.gmt	408	TargetScan microRNA
2860	crowdsourced_diseases_top600.gmt	408	ENCODE TF ChIP-seq 2015
2861	crowdsourced_diseases_top600.gmt	408	ENCODE Histone Modifications 2015
2862	crowdsourced_diseases_top600.gmt	408	Transcription Factor PPIs
2863	crowdsourced_diseases_top600.gmt	409	ChEA
2864	crowdsourced_diseases_top600.gmt	409	TRANSFAC and JASPAR PWMs
2865	crowdsourced_diseases_top600.gmt	409	Epigenomics Roadmap HM ChIP-seq
2866	crowdsourced_diseases_top600.gmt	409	TargetScan microRNA
2867	crowdsourced_diseases_top600.gmt	409	ENCODE TF ChIP-seq 2015
2868	crowdsourced_diseases_top600.gmt	409	ENCODE Histone Modifications 2015
2869	crowdsourced_diseases_top600.gmt	409	Transcription Factor PPIs
2870	crowdsourced_diseases_top600.gmt	410	ChEA
2871	crowdsourced_diseases_top600.gmt	410	TRANSFAC and JASPAR PWMs
2872	crowdsourced_diseases_top600.gmt	410	Epigenomics Roadmap HM ChIP-seq
2873	crowdsourced_diseases_top600.gmt	410	TargetScan microRNA
2874	crowdsourced_diseases_top600.gmt	410	ENCODE TF ChIP-seq 2015
2875	crowdsourced_diseases_top600.gmt	410	ENCODE Histone Modifications 2015
2876	crowdsourced_diseases_top600.gmt	410	Transcription Factor PPIs
2877	crowdsourced_diseases_top600.gmt	411	ChEA
2878	crowdsourced_diseases_top600.gmt	411	TRANSFAC and JASPAR PWMs
2879	crowdsourced_diseases_top600.gmt	411	Epigenomics Roadmap HM ChIP-seq
2880	crowdsourced_diseases_top600.gmt	411	TargetScan microRNA
2881	crowdsourced_diseases_top600.gmt	411	ENCODE TF ChIP-seq 2015
2882	crowdsourced_diseases_top600.gmt	411	ENCODE Histone Modifications 2015
2883	crowdsourced_diseases_top600.gmt	411	Transcription Factor PPIs
2884	crowdsourced_diseases_top600.gmt	412	ChEA
2885	crowdsourced_diseases_top600.gmt	412	TRANSFAC and JASPAR PWMs
2886	crowdsourced_diseases_top600.gmt	412	Epigenomics Roadmap HM ChIP-seq
2887	crowdsourced_diseases_top600.gmt	412	TargetScan microRNA
2888	crowdsourced_diseases_top600.gmt	412	ENCODE TF ChIP-seq 2015
2889	crowdsourced_diseases_top600.gmt	412	ENCODE Histone Modifications 2015
2890	crowdsourced_diseases_top600.gmt	412	Transcription Factor PPIs
2891	crowdsourced_diseases_top600.gmt	413	ChEA
2892	crowdsourced_diseases_top600.gmt	413	TRANSFAC and JASPAR PWMs
2893	crowdsourced_diseases_top600.gmt	413	Epigenomics Roadmap HM ChIP-seq
2894	crowdsourced_diseases_top600.gmt	413	TargetScan microRNA
2895	crowdsourced_diseases_top600.gmt	413	ENCODE TF ChIP-seq 2015
2896	crowdsourced_diseases_top600.gmt	413	ENCODE Histone Modifications 2015
2897	crowdsourced_diseases_top600.gmt	413	Transcription Factor PPIs
2898	crowdsourced_diseases_top600.gmt	414	ChEA
2899	crowdsourced_diseases_top600.gmt	414	TRANSFAC and JASPAR PWMs
2900	crowdsourced_diseases_top600.gmt	414	Epigenomics Roadmap HM ChIP-seq
2901	crowdsourced_diseases_top600.gmt	414	TargetScan microRNA
2902	crowdsourced_diseases_top600.gmt	414	ENCODE TF ChIP-seq 2015
2903	crowdsourced_diseases_top600.gmt	414	ENCODE Histone Modifications 2015
2904	crowdsourced_diseases_top600.gmt	414	Transcription Factor PPIs
2905	crowdsourced_diseases_top600.gmt	415	ChEA
2906	crowdsourced_diseases_top600.gmt	415	TRANSFAC and JASPAR PWMs
2907	crowdsourced_diseases_top600.gmt	415	Epigenomics Roadmap HM ChIP-seq
2908	crowdsourced_diseases_top600.gmt	415	TargetScan microRNA
2909	crowdsourced_diseases_top600.gmt	415	ENCODE TF ChIP-seq 2015
2910	crowdsourced_diseases_top600.gmt	415	ENCODE Histone Modifications 2015
2911	crowdsourced_diseases_top600.gmt	415	Transcription Factor PPIs
2912	crowdsourced_diseases_top600.gmt	416	ChEA
2913	crowdsourced_diseases_top600.gmt	416	TRANSFAC and JASPAR PWMs
2914	crowdsourced_diseases_top600.gmt	416	Epigenomics Roadmap HM ChIP-seq
2915	crowdsourced_diseases_top600.gmt	416	TargetScan microRNA
2916	crowdsourced_diseases_top600.gmt	416	ENCODE TF ChIP-seq 2015
2917	crowdsourced_diseases_top600.gmt	416	ENCODE Histone Modifications 2015
2918	crowdsourced_diseases_top600.gmt	416	Transcription Factor PPIs
2919	crowdsourced_diseases_top600.gmt	417	ChEA
2920	crowdsourced_diseases_top600.gmt	417	TRANSFAC and JASPAR PWMs
2921	crowdsourced_diseases_top600.gmt	417	Epigenomics Roadmap HM ChIP-seq
2922	crowdsourced_diseases_top600.gmt	417	TargetScan microRNA
2923	crowdsourced_diseases_top600.gmt	417	ENCODE TF ChIP-seq 2015
2924	crowdsourced_diseases_top600.gmt	417	ENCODE Histone Modifications 2015
2925	crowdsourced_diseases_top600.gmt	417	Transcription Factor PPIs
2926	crowdsourced_diseases_top600.gmt	418	ChEA
2927	crowdsourced_diseases_top600.gmt	418	TRANSFAC and JASPAR PWMs
2928	crowdsourced_diseases_top600.gmt	418	Epigenomics Roadmap HM ChIP-seq
2929	crowdsourced_diseases_top600.gmt	418	TargetScan microRNA
2930	crowdsourced_diseases_top600.gmt	418	ENCODE TF ChIP-seq 2015
2931	crowdsourced_diseases_top600.gmt	418	ENCODE Histone Modifications 2015
2932	crowdsourced_diseases_top600.gmt	418	Transcription Factor PPIs
2933	crowdsourced_diseases_top600.gmt	419	ChEA
2934	crowdsourced_diseases_top600.gmt	419	TRANSFAC and JASPAR PWMs
2935	crowdsourced_diseases_top600.gmt	419	Epigenomics Roadmap HM ChIP-seq
2936	crowdsourced_diseases_top600.gmt	419	TargetScan microRNA
2937	crowdsourced_diseases_top600.gmt	419	ENCODE TF ChIP-seq 2015
2938	crowdsourced_diseases_top600.gmt	419	ENCODE Histone Modifications 2015
2939	crowdsourced_diseases_top600.gmt	419	Transcription Factor PPIs
2940	crowdsourced_diseases_top600.gmt	420	ChEA
2941	crowdsourced_diseases_top600.gmt	420	TRANSFAC and JASPAR PWMs
2942	crowdsourced_diseases_top600.gmt	420	Epigenomics Roadmap HM ChIP-seq
2943	crowdsourced_diseases_top600.gmt	420	TargetScan microRNA
2944	crowdsourced_diseases_top600.gmt	420	ENCODE TF ChIP-seq 2015
2945	crowdsourced_diseases_top600.gmt	420	ENCODE Histone Modifications 2015
2946	crowdsourced_diseases_top600.gmt	420	Transcription Factor PPIs
2947	crowdsourced_diseases_top600.gmt	421	ChEA
2948	crowdsourced_diseases_top600.gmt	421	TRANSFAC and JASPAR PWMs
2949	crowdsourced_diseases_top600.gmt	421	Epigenomics Roadmap HM ChIP-seq
2950	crowdsourced_diseases_top600.gmt	421	TargetScan microRNA
2951	crowdsourced_diseases_top600.gmt	421	ENCODE TF ChIP-seq 2015
2952	crowdsourced_diseases_top600.gmt	421	ENCODE Histone Modifications 2015
2953	crowdsourced_diseases_top600.gmt	421	Transcription Factor PPIs
2954	crowdsourced_diseases_top600.gmt	422	ChEA
2955	crowdsourced_diseases_top600.gmt	422	TRANSFAC and JASPAR PWMs
2956	crowdsourced_diseases_top600.gmt	422	Epigenomics Roadmap HM ChIP-seq
2957	crowdsourced_diseases_top600.gmt	422	TargetScan microRNA
2958	crowdsourced_diseases_top600.gmt	422	ENCODE TF ChIP-seq 2015
2959	crowdsourced_diseases_top600.gmt	422	ENCODE Histone Modifications 2015
2960	crowdsourced_diseases_top600.gmt	422	Transcription Factor PPIs
2961	crowdsourced_diseases_top600.gmt	423	ChEA
2962	crowdsourced_diseases_top600.gmt	423	TRANSFAC and JASPAR PWMs
2963	crowdsourced_diseases_top600.gmt	423	Epigenomics Roadmap HM ChIP-seq
2964	crowdsourced_diseases_top600.gmt	423	TargetScan microRNA
2965	crowdsourced_diseases_top600.gmt	423	ENCODE TF ChIP-seq 2015
2966	crowdsourced_diseases_top600.gmt	423	ENCODE Histone Modifications 2015
2967	crowdsourced_diseases_top600.gmt	423	Transcription Factor PPIs
2968	crowdsourced_diseases_top600.gmt	424	ChEA
2969	crowdsourced_diseases_top600.gmt	424	TRANSFAC and JASPAR PWMs
2970	crowdsourced_diseases_top600.gmt	424	Epigenomics Roadmap HM ChIP-seq
2971	crowdsourced_diseases_top600.gmt	424	TargetScan microRNA
2972	crowdsourced_diseases_top600.gmt	424	ENCODE TF ChIP-seq 2015
2973	crowdsourced_diseases_top600.gmt	424	ENCODE Histone Modifications 2015
2974	crowdsourced_diseases_top600.gmt	424	Transcription Factor PPIs
2975	crowdsourced_diseases_top600.gmt	425	ChEA
2976	crowdsourced_diseases_top600.gmt	425	TRANSFAC and JASPAR PWMs
2977	crowdsourced_diseases_top600.gmt	425	Epigenomics Roadmap HM ChIP-seq
2978	crowdsourced_diseases_top600.gmt	425	TargetScan microRNA
2979	crowdsourced_diseases_top600.gmt	425	ENCODE TF ChIP-seq 2015
2980	crowdsourced_diseases_top600.gmt	425	ENCODE Histone Modifications 2015
2981	crowdsourced_diseases_top600.gmt	425	Transcription Factor PPIs
2982	crowdsourced_diseases_top600.gmt	426	ChEA
2983	crowdsourced_diseases_top600.gmt	426	TRANSFAC and JASPAR PWMs
2984	crowdsourced_diseases_top600.gmt	426	Epigenomics Roadmap HM ChIP-seq
2985	crowdsourced_diseases_top600.gmt	426	TargetScan microRNA
2986	crowdsourced_diseases_top600.gmt	426	ENCODE TF ChIP-seq 2015
2987	crowdsourced_diseases_top600.gmt	426	ENCODE Histone Modifications 2015
2988	crowdsourced_diseases_top600.gmt	426	Transcription Factor PPIs
2989	crowdsourced_diseases_top600.gmt	427	ChEA
2990	crowdsourced_diseases_top600.gmt	427	TRANSFAC and JASPAR PWMs
2991	crowdsourced_diseases_top600.gmt	427	Epigenomics Roadmap HM ChIP-seq
2992	crowdsourced_diseases_top600.gmt	427	TargetScan microRNA
2993	crowdsourced_diseases_top600.gmt	427	ENCODE TF ChIP-seq 2015
2994	crowdsourced_diseases_top600.gmt	427	ENCODE Histone Modifications 2015
2995	crowdsourced_diseases_top600.gmt	427	Transcription Factor PPIs
2996	crowdsourced_diseases_top600.gmt	428	ChEA
2997	crowdsourced_diseases_top600.gmt	428	TRANSFAC and JASPAR PWMs
2998	crowdsourced_diseases_top600.gmt	428	Epigenomics Roadmap HM ChIP-seq
2999	crowdsourced_diseases_top600.gmt	428	TargetScan microRNA
3000	crowdsourced_diseases_top600.gmt	428	ENCODE TF ChIP-seq 2015
3001	crowdsourced_diseases_top600.gmt	428	ENCODE Histone Modifications 2015
3002	crowdsourced_diseases_top600.gmt	428	Transcription Factor PPIs
3003	crowdsourced_diseases_top600.gmt	429	ChEA
3004	crowdsourced_diseases_top600.gmt	429	TRANSFAC and JASPAR PWMs
3005	crowdsourced_diseases_top600.gmt	429	Epigenomics Roadmap HM ChIP-seq
3006	crowdsourced_diseases_top600.gmt	429	TargetScan microRNA
3007	crowdsourced_diseases_top600.gmt	429	ENCODE TF ChIP-seq 2015
3008	crowdsourced_diseases_top600.gmt	429	ENCODE Histone Modifications 2015
3009	crowdsourced_diseases_top600.gmt	429	Transcription Factor PPIs
3010	crowdsourced_diseases_top600.gmt	430	ChEA
3011	crowdsourced_diseases_top600.gmt	430	TRANSFAC and JASPAR PWMs
3012	crowdsourced_diseases_top600.gmt	430	Epigenomics Roadmap HM ChIP-seq
3013	crowdsourced_diseases_top600.gmt	430	TargetScan microRNA
3014	crowdsourced_diseases_top600.gmt	430	ENCODE TF ChIP-seq 2015
3015	crowdsourced_diseases_top600.gmt	430	ENCODE Histone Modifications 2015
3016	crowdsourced_diseases_top600.gmt	430	Transcription Factor PPIs
3017	crowdsourced_diseases_top600.gmt	431	ChEA
3018	crowdsourced_diseases_top600.gmt	431	TRANSFAC and JASPAR PWMs
3019	crowdsourced_diseases_top600.gmt	431	Epigenomics Roadmap HM ChIP-seq
3020	crowdsourced_diseases_top600.gmt	431	TargetScan microRNA
3021	crowdsourced_diseases_top600.gmt	431	ENCODE TF ChIP-seq 2015
3022	crowdsourced_diseases_top600.gmt	431	ENCODE Histone Modifications 2015
3023	crowdsourced_diseases_top600.gmt	431	Transcription Factor PPIs
3024	crowdsourced_diseases_top600.gmt	432	ChEA
3025	crowdsourced_diseases_top600.gmt	432	TRANSFAC and JASPAR PWMs
3026	crowdsourced_diseases_top600.gmt	432	Epigenomics Roadmap HM ChIP-seq
3027	crowdsourced_diseases_top600.gmt	432	TargetScan microRNA
3028	crowdsourced_diseases_top600.gmt	432	ENCODE TF ChIP-seq 2015
3029	crowdsourced_diseases_top600.gmt	432	ENCODE Histone Modifications 2015
3030	crowdsourced_diseases_top600.gmt	432	Transcription Factor PPIs
3031	crowdsourced_diseases_top600.gmt	433	ChEA
3032	crowdsourced_diseases_top600.gmt	433	TRANSFAC and JASPAR PWMs
3033	crowdsourced_diseases_top600.gmt	433	Epigenomics Roadmap HM ChIP-seq
3034	crowdsourced_diseases_top600.gmt	433	TargetScan microRNA
3035	crowdsourced_diseases_top600.gmt	433	ENCODE TF ChIP-seq 2015
3036	crowdsourced_diseases_top600.gmt	433	ENCODE Histone Modifications 2015
3037	crowdsourced_diseases_top600.gmt	433	Transcription Factor PPIs
3038	crowdsourced_diseases_top600.gmt	434	ChEA
3039	crowdsourced_diseases_top600.gmt	434	TRANSFAC and JASPAR PWMs
3040	crowdsourced_diseases_top600.gmt	434	Epigenomics Roadmap HM ChIP-seq
3041	crowdsourced_diseases_top600.gmt	434	TargetScan microRNA
3042	crowdsourced_diseases_top600.gmt	434	ENCODE TF ChIP-seq 2015
3043	crowdsourced_diseases_top600.gmt	434	ENCODE Histone Modifications 2015
3044	crowdsourced_diseases_top600.gmt	434	Transcription Factor PPIs
3045	crowdsourced_diseases_top600.gmt	435	ChEA
3046	crowdsourced_diseases_top600.gmt	435	TRANSFAC and JASPAR PWMs
3047	crowdsourced_diseases_top600.gmt	435	Epigenomics Roadmap HM ChIP-seq
3048	crowdsourced_diseases_top600.gmt	435	TargetScan microRNA
3049	crowdsourced_diseases_top600.gmt	435	ENCODE TF ChIP-seq 2015
3050	crowdsourced_diseases_top600.gmt	435	ENCODE Histone Modifications 2015
3051	crowdsourced_diseases_top600.gmt	435	Transcription Factor PPIs
3052	crowdsourced_diseases_top600.gmt	436	ChEA
3053	crowdsourced_diseases_top600.gmt	436	TRANSFAC and JASPAR PWMs
3054	crowdsourced_diseases_top600.gmt	436	Epigenomics Roadmap HM ChIP-seq
3055	crowdsourced_diseases_top600.gmt	436	TargetScan microRNA
3056	crowdsourced_diseases_top600.gmt	436	ENCODE TF ChIP-seq 2015
3057	crowdsourced_diseases_top600.gmt	436	ENCODE Histone Modifications 2015
3058	crowdsourced_diseases_top600.gmt	436	Transcription Factor PPIs
3059	crowdsourced_diseases_top600.gmt	437	ChEA
3060	crowdsourced_diseases_top600.gmt	437	TRANSFAC and JASPAR PWMs
3061	crowdsourced_diseases_top600.gmt	437	Epigenomics Roadmap HM ChIP-seq
3062	crowdsourced_diseases_top600.gmt	437	TargetScan microRNA
3063	crowdsourced_diseases_top600.gmt	437	ENCODE TF ChIP-seq 2015
3064	crowdsourced_diseases_top600.gmt	437	ENCODE Histone Modifications 2015
3065	crowdsourced_diseases_top600.gmt	437	Transcription Factor PPIs
3066	crowdsourced_diseases_top600.gmt	438	ChEA
3067	crowdsourced_diseases_top600.gmt	438	TRANSFAC and JASPAR PWMs
3068	crowdsourced_diseases_top600.gmt	438	Epigenomics Roadmap HM ChIP-seq
3069	crowdsourced_diseases_top600.gmt	438	TargetScan microRNA
3070	crowdsourced_diseases_top600.gmt	438	ENCODE TF ChIP-seq 2015
3071	crowdsourced_diseases_top600.gmt	438	ENCODE Histone Modifications 2015
3072	crowdsourced_diseases_top600.gmt	438	Transcription Factor PPIs
3073	crowdsourced_diseases_top600.gmt	439	ChEA
3074	crowdsourced_diseases_top600.gmt	439	TRANSFAC and JASPAR PWMs
3075	crowdsourced_diseases_top600.gmt	439	Epigenomics Roadmap HM ChIP-seq
3076	crowdsourced_diseases_top600.gmt	439	TargetScan microRNA
3077	crowdsourced_diseases_top600.gmt	439	ENCODE TF ChIP-seq 2015
3078	crowdsourced_diseases_top600.gmt	439	ENCODE Histone Modifications 2015
3079	crowdsourced_diseases_top600.gmt	439	Transcription Factor PPIs
3080	crowdsourced_diseases_top600.gmt	440	ChEA
3081	crowdsourced_diseases_top600.gmt	440	TRANSFAC and JASPAR PWMs
3082	crowdsourced_diseases_top600.gmt	440	Epigenomics Roadmap HM ChIP-seq
3083	crowdsourced_diseases_top600.gmt	440	TargetScan microRNA
3084	crowdsourced_diseases_top600.gmt	440	ENCODE TF ChIP-seq 2015
3085	crowdsourced_diseases_top600.gmt	440	ENCODE Histone Modifications 2015
3086	crowdsourced_diseases_top600.gmt	440	Transcription Factor PPIs
3087	crowdsourced_diseases_top600.gmt	441	ChEA
3088	crowdsourced_diseases_top600.gmt	441	TRANSFAC and JASPAR PWMs
3089	crowdsourced_diseases_top600.gmt	441	Epigenomics Roadmap HM ChIP-seq
3090	crowdsourced_diseases_top600.gmt	441	TargetScan microRNA
3091	crowdsourced_diseases_top600.gmt	441	ENCODE TF ChIP-seq 2015
3092	crowdsourced_diseases_top600.gmt	441	ENCODE Histone Modifications 2015
3093	crowdsourced_diseases_top600.gmt	441	Transcription Factor PPIs
3094	crowdsourced_diseases_top600.gmt	442	ChEA
3095	crowdsourced_diseases_top600.gmt	442	TRANSFAC and JASPAR PWMs
3096	crowdsourced_diseases_top600.gmt	442	Epigenomics Roadmap HM ChIP-seq
3097	crowdsourced_diseases_top600.gmt	442	TargetScan microRNA
3098	crowdsourced_diseases_top600.gmt	442	ENCODE TF ChIP-seq 2015
3099	crowdsourced_diseases_top600.gmt	442	ENCODE Histone Modifications 2015
3100	crowdsourced_diseases_top600.gmt	442	Transcription Factor PPIs
3101	crowdsourced_diseases_top600.gmt	443	ChEA
3102	crowdsourced_diseases_top600.gmt	443	TRANSFAC and JASPAR PWMs
3103	crowdsourced_diseases_top600.gmt	443	Epigenomics Roadmap HM ChIP-seq
3104	crowdsourced_diseases_top600.gmt	443	TargetScan microRNA
3105	crowdsourced_diseases_top600.gmt	443	ENCODE TF ChIP-seq 2015
3106	crowdsourced_diseases_top600.gmt	443	ENCODE Histone Modifications 2015
3107	crowdsourced_diseases_top600.gmt	443	Transcription Factor PPIs
3108	crowdsourced_diseases_top600.gmt	444	ChEA
3109	crowdsourced_diseases_top600.gmt	444	TRANSFAC and JASPAR PWMs
3110	crowdsourced_diseases_top600.gmt	444	Epigenomics Roadmap HM ChIP-seq
3111	crowdsourced_diseases_top600.gmt	444	TargetScan microRNA
3112	crowdsourced_diseases_top600.gmt	444	ENCODE TF ChIP-seq 2015
3113	crowdsourced_diseases_top600.gmt	444	ENCODE Histone Modifications 2015
3114	crowdsourced_diseases_top600.gmt	444	Transcription Factor PPIs
3115	crowdsourced_diseases_top600.gmt	445	ChEA
3116	crowdsourced_diseases_top600.gmt	445	TRANSFAC and JASPAR PWMs
3117	crowdsourced_diseases_top600.gmt	445	Epigenomics Roadmap HM ChIP-seq
3118	crowdsourced_diseases_top600.gmt	445	TargetScan microRNA
3119	crowdsourced_diseases_top600.gmt	445	ENCODE TF ChIP-seq 2015
3120	crowdsourced_diseases_top600.gmt	445	ENCODE Histone Modifications 2015
3121	crowdsourced_diseases_top600.gmt	445	Transcription Factor PPIs
3122	crowdsourced_diseases_top600.gmt	446	ChEA
3123	crowdsourced_diseases_top600.gmt	446	TRANSFAC and JASPAR PWMs
3124	crowdsourced_diseases_top600.gmt	446	Epigenomics Roadmap HM ChIP-seq
3125	crowdsourced_diseases_top600.gmt	446	TargetScan microRNA
3126	crowdsourced_diseases_top600.gmt	446	ENCODE TF ChIP-seq 2015
3127	crowdsourced_diseases_top600.gmt	446	ENCODE Histone Modifications 2015
3128	crowdsourced_diseases_top600.gmt	446	Transcription Factor PPIs
3129	crowdsourced_diseases_top600.gmt	447	ChEA
3130	crowdsourced_diseases_top600.gmt	447	TRANSFAC and JASPAR PWMs
3131	crowdsourced_diseases_top600.gmt	447	Epigenomics Roadmap HM ChIP-seq
3132	crowdsourced_diseases_top600.gmt	447	TargetScan microRNA
3133	crowdsourced_diseases_top600.gmt	447	ENCODE TF ChIP-seq 2015
3134	crowdsourced_diseases_top600.gmt	447	ENCODE Histone Modifications 2015
3135	crowdsourced_diseases_top600.gmt	447	Transcription Factor PPIs
3136	crowdsourced_diseases_top600.gmt	448	ChEA
3137	crowdsourced_diseases_top600.gmt	448	TRANSFAC and JASPAR PWMs
